Company Name ,Duration,Seed,Series A,Operational Cost,Total Fund,Revenue,Profit,Userbase,Daily Active User,ROE,Net Profit Margin,Valuation
Pathao,0.5,,,100000,150000,120000,20000,,,,17%,170000
Pathao,0.5,,,100000,150000,120000,20000,,,,17%,170000
Pathao,1,,,700000,1000000,850000,150000,,,,18%,1150000
Pathao,1,,,700000,1000000,850000,150000,,,,18%,1150000
Pathao,1,,,700000,1000000,850000,150000,,,,18%,1150000
Pathao,1,,,700000,1000000,850000,150000,,,,18%,1150000
Pathao,1,,,700000,1000000,850000,150000,,,,18%,1150000
Pathao,1,,,700000,1000000,850000,150000,,,,18%,1150000
Pathao,1,,,700000,1000000,850000,150000,,,,18%,1150000
Pathao,1,,,700000,1000000,850000,150000,,,,18%,1150000
Pathao,1,,,700000,1000000,850000,150000,,,,18%,1150000
Pathao,1,,,700000,1000000,850000,150000,,,,18%,1150000
Pathao,1,,,700000,1000000,850000,150000,,,,18%,1150000
Pathao,1,,,700000,1000000,850000,150000,,,,18%,1150000
Pathao,1,,,700000,1000000,850000,150000,,,,18%,1150000
Pathao,1,,,700000,1000000,850000,150000,,,,18%,1150000
Pathao,1,,,700000,1000000,850000,150000,,,,18%,1150000
Pathao,1.5,,,1000000,2500000,1650000,650000,,,,39%,3150000
Pathao,1.5,,,1000000,2500000,1650000,650000,,,,39%,3150000
Pathao,1.5,,,1000000,2500000,1650000,650000,,,,39%,3150000
Pathao,1.5,,,1000000,2500000,1650000,650000,,,,39%,3150000
Pathao,1.5,,,1000000,2500000,1650000,650000,,,,39%,3150000
Pathao,1.5,,,1000000,2500000,1650000,650000,,,,39%,3150000
Pathao,1.5,,,1000000,2500000,1650000,650000,,,,39%,3150000
Pathao,1.5,,,1000000,2500000,1650000,650000,,,,39%,3150000
Pathao,1.5,,,1000000,2500000,1650000,650000,,,,39%,3150000
Pathao,1.5,,,1000000,2500000,1650000,650000,,,,39%,3150000
Pathao,1.5,,,1000000,2500000,1650000,650000,,,,39%,3150000
Pathao,1.5,,,1000000,2500000,1650000,650000,,,,39%,3150000
Pathao,1.5,,,1000000,2500000,1650000,650000,,,,39%,3150000
Pathao,1.5,,,1000000,2500000,1650000,650000,,,,39%,3150000
Pathao,1.5,,,1000000,2500000,1650000,650000,,,,39%,3150000
Pathao,1.5,,,1000000,2500000,1650000,650000,,,,39%,3150000
Pathao,1.5,,,1000000,2500000,1650000,650000,,,,39%,3150000
Pathao,1.5,,,1000000,2500000,1650000,650000,,,,39%,3150000
Pathao,1.5,,,1000000,2500000,1650000,650000,,,,39%,3150000
Pathao,2,,,1500000,3000000,1950000,450000,,,,23%,3450000
Pathao,2,,,1500000,3000000,1950000,450000,,,,23%,3450000
Pathao,2,,,1500000,3000000,1950000,450000,,,,23%,3450000
Pathao,2,,,1500000,3000000,1950000,450000,,,,23%,3450000
Pathao,2,,,1500000,3000000,1950000,450000,,,,23%,3450000
Pathao,2,,,1500000,3000000,1950000,450000,,,,23%,3450000
Pathao,2,,,1500000,3000000,1950000,450000,,,,23%,3450000
Pathao,2,,,1500000,3000000,1950000,450000,,,,23%,3450000
Pathao,2,,,1500000,3000000,1950000,450000,,,,23%,3450000
Pathao,2,,,1500000,3000000,1950000,450000,,,,23%,3450000
Pathao,2,,,1500000,3000000,1950000,450000,,,,23%,3450000
Pathao,2,,,1500000,3000000,1950000,450000,,,,23%,3450000
Pathao,2,,,1500000,3000000,1950000,450000,,,,23%,3450000
Pathao,2,,,1500000,3000000,1950000,450000,,,,23%,3450000
Pathao,2,,,1500000,3000000,1950000,450000,,,,23%,3450000
Pathao,2,,,1500000,3000000,1950000,450000,,,,23%,3450000
Pathao,2,,,1500000,3000000,1950000,450000,,,,23%,3450000
Pathao,2.5,,,1900000,3300000,2250000,350000,,,,16%,3650000
Pathao,2.5,,,1900000,3300000,2250000,350000,,,,16%,3650000
Pathao,2.5,,,1900000,3300000,2250000,350000,,,,16%,3650000
Pathao,2.5,,,1900000,3300000,2250000,350000,,,,16%,3650000
Pathao,2.5,,,1900000,3300000,2250000,350000,,,,16%,3650000
Pathao,2.5,,,1900000,3300000,2250000,350000,,,,16%,3650000
Pathao,2.5,,,1900000,3300000,2250000,350000,,,,16%,3650000
Pathao,2.5,,,1900000,3300000,2250000,350000,,,,16%,3650000
Pathao,2.5,,,1900000,3300000,2250000,350000,,,,16%,3650000
Pathao,2.5,,,1900000,3300000,2250000,350000,,,,16%,3650000
Pathao,2.5,,,1900000,3300000,2250000,350000,,,,16%,3650000
Pathao,2.5,,,1900000,3300000,2250000,350000,,,,16%,3650000
Pathao,2.5,,,1900000,3300000,2250000,350000,,,,16%,3650000
Pathao,2.5,,,1900000,3300000,2250000,350000,,,,16%,3650000
Pathao,2.5,,,1900000,3300000,2250000,350000,,,,16%,3650000
Pathao,2.5,,,1900000,3300000,2250000,350000,,,,16%,3650000
Pathao,2.5,,,1900000,3300000,2250000,350000,,,,16%,3650000
Pathao,2.5,,,1900000,3300000,2250000,350000,,,,16%,3650000
Pathao,3,,,2500000,4000000,2950000,450000,,,,15%,4450000
Pathao,3,,,2500000,4000000,2950000,450000,,,,15%,4450000
Pathao,3,,,2500000,4000000,2950000,450000,,,,15%,4450000
Pathao,3,,,2500000,4000000,2950000,450000,,,,15%,4450000
Pathao,3,,,2500000,4000000,2950000,450000,,,,15%,4450000
Pathao,3,,,2500000,4000000,2950000,450000,,,,15%,4450000
Pathao,3,,,2500000,4000000,2950000,450000,,,,15%,4450000
Pathao,3,,,2500000,4000000,2950000,450000,,,,15%,4450000
Pathao,3,,,2500000,4000000,2950000,450000,,,,15%,4450000
Pathao,3,,,2500000,4000000,2950000,450000,,,,15%,4450000
Pathao,3.5,,,2800000,4500000,3150000,350000,,,,11%,4850000
Pathao,3.5,,,2800000,4500000,3150000,350000,,,,11%,4850000
Pathao,3.5,,,2800000,4500000,3150000,350000,,,,11%,4850000
Pathao,3.5,,,2800000,4500000,3150000,350000,,,,11%,4850000
Pathao,3.5,,,2800000,4500000,3150000,350000,,,,11%,4850000
Pathao,3.5,,,2800000,4500000,3150000,350000,,,,11%,4850000
Pathao,3.5,,,2800000,4500000,3150000,350000,,,,11%,4850000
Pathao,3.5,,,2800000,4500000,3150000,350000,,,,11%,4850000
Pathao,3.5,,,2800000,4500000,3150000,350000,,,,11%,4850000
Pathao,3.5,,,2800000,4500000,3150000,350000,,,,11%,4850000
Sohoz,0,,,95000,500000,100000,5000,,,,5%,505000
Sohoz,0,,,95000,500000,100000,5000,,,,5%,505000
Sohoz,0,,,95000,500000,100000,5000,,,,5%,505000
Sohoz,0,,,95000,500000,100000,5000,,,,5%,505000
Sohoz,0,,,95000,500000,100000,5000,,,,5%,505000
Sohoz,0.5,,,125000,700000,150000,25000,,,,17%,725000
Sohoz,0.5,,,125000,700000,150000,25000,,,,17%,725000
Sohoz,0.5,,,125000,700000,150000,25000,,,,17%,725000
Sohoz,0.5,,,125000,700000,150000,25000,,,,17%,725000
Sohoz,0.5,,,125000,700000,150000,25000,,,,17%,725000
Sohoz,0.5,,,125000,700000,150000,25000,,,,17%,725000
Sohoz,0.5,,,125000,700000,150000,25000,,,,17%,725000
Sohoz,0.5,,,125000,700000,150000,25000,,,,17%,725000
Sohoz,0.5,,,125000,700000,150000,25000,,,,17%,725000
Sohoz,0.5,,,125000,700000,150000,25000,,,,17%,725000
Sohoz,0.5,,,125000,700000,150000,25000,,,,17%,725000
Sohoz,0.5,,,125000,700000,150000,25000,,,,17%,725000
Sohoz,0.5,,,125000,700000,150000,25000,,,,17%,725000
Sohoz,0.5,,,125000,700000,150000,25000,,,,17%,725000
Sohoz,0.5,,,125000,700000,150000,25000,,,,17%,725000
Sohoz,0.5,,,125000,700000,150000,25000,,,,17%,725000
Sohoz,0.5,,,125000,700000,150000,25000,,,,17%,725000
Sohoz,0.5,,,125000,700000,150000,25000,,,,17%,725000
Sohoz,0.5,,,125000,700000,150000,25000,,,,17%,725000
Sohoz,0.5,,,125000,700000,150000,25000,,,,17%,725000
Sohoz,1,,,205000,900000,350000,145000,,,,41%,1045000
Sohoz,1,,,205000,900000,350000,145000,,,,41%,1045000
Sohoz,1,,,205000,900000,350000,145000,,,,41%,1045000
Sohoz,1,,,205000,900000,350000,145000,,,,41%,1045000
Sohoz,1,,,205000,900000,350000,145000,,,,41%,1045000
Sohoz,1,,,205000,900000,350000,145000,,,,41%,1045000
Sohoz,1,,,205000,900000,350000,145000,,,,41%,1045000
Sohoz,1,,,205000,900000,350000,145000,,,,41%,1045000
Sohoz,1,,,205000,900000,350000,145000,,,,41%,1045000
Sohoz,1,,,205000,900000,350000,145000,,,,41%,1045000
Sohoz,1,,,205000,900000,350000,145000,,,,41%,1045000
Sohoz,1,,,205000,900000,350000,145000,,,,41%,1045000
Sohoz,1,,,205000,900000,350000,145000,,,,41%,1045000
Sohoz,1,,,205000,900000,350000,145000,,,,41%,1045000
Sohoz,1,,,205000,900000,350000,145000,,,,41%,1045000
Sohoz,1,,,205000,900000,350000,145000,,,,41%,1045000
Sohoz,1,,,205000,900000,350000,145000,,,,41%,1045000
Sohoz,1,,,205000,900000,350000,145000,,,,41%,1045000
Sohoz,1,,,205000,900000,350000,145000,,,,41%,1045000
Sohoz,1,,,205000,900000,350000,145000,,,,41%,1045000
Sohoz,1,,,205000,900000,350000,145000,,,,41%,1045000
Sohoz,1,,,205000,900000,350000,145000,,,,41%,1045000
Sohoz,1,,,205000,900000,350000,145000,,,,41%,1045000
Sohoz,1,,,205000,900000,350000,145000,,,,41%,1045000
Sohoz,1,,,205000,900000,350000,145000,,,,41%,1045000
Sohoz,1.5,,,295000,1000000,390000,95000,,,,24%,1095000
Sohoz,1.5,,,295000,1000000,390000,95000,,,,24%,1095000
Sohoz,1.5,,,295000,1000000,390000,95000,,,,24%,1095000
Sohoz,1.5,,,295000,1000000,390000,95000,,,,24%,1095000
Sohoz,1.5,,,295000,1000000,390000,95000,,,,24%,1095000
Sohoz,1.5,,,295000,1000000,390000,95000,,,,24%,1095000
Sohoz,1.5,,,295000,1000000,390000,95000,,,,24%,1095000
Sohoz,1.5,,,295000,1000000,390000,95000,,,,24%,1095000
Sohoz,1.5,,,295000,1000000,390000,95000,,,,24%,1095000
Sohoz,1.5,,,295000,1000000,390000,95000,,,,24%,1095000
Sohoz,1.5,,,295000,1000000,390000,95000,,,,24%,1095000
Sohoz,1.5,,,295000,1000000,390000,95000,,,,24%,1095000
Sohoz,1.5,,,295000,1000000,390000,95000,,,,24%,1095000
Sohoz,1.5,,,295000,1000000,390000,95000,,,,24%,1095000
Sohoz,1.5,,,295000,1000000,390000,95000,,,,24%,1095000
Sohoz,1.5,,,295000,1000000,390000,95000,,,,24%,1095000
Sohoz,1.5,,,295000,1000000,390000,95000,,,,24%,1095000
Sohoz,1.5,,,295000,1000000,390000,95000,,,,24%,1095000
Sohoz,1.5,,,295000,1000000,390000,95000,,,,24%,1095000
Sohoz,1.5,,,295000,1000000,390000,95000,,,,24%,1095000
Sohoz,2,,,355000,1500000,300000,-55000,,,,-18%,1445000
Sohoz,2,,,355000,1500000,300000,-55000,,,,-18%,1445000
Sohoz,2,,,355000,1500000,300000,-55000,,,,-18%,1445000
Sohoz,2,,,355000,1500000,300000,-55000,,,,-18%,1445000
Sohoz,2,,,355000,1500000,300000,-55000,,,,-18%,1445000
Sohoz,2,,,355000,1500000,300000,-55000,,,,-18%,1445000
Sohoz,2,,,355000,1500000,300000,-55000,,,,-18%,1445000
Sohoz,2,,,355000,1500000,300000,-55000,,,,-18%,1445000
Sohoz,2,,,355000,1500000,300000,-55000,,,,-18%,1445000
Sohoz,2,,,355000,1500000,300000,-55000,,,,-18%,1445000
Sohoz,2.5,,,385000,1700000,400000,15000,,,,4%,1715000
Sohoz,2.5,,,385000,1700000,400000,15000,,,,4%,1715000
Sohoz,2.5,,,385000,1700000,400000,15000,,,,4%,1715000
Sohoz,2.5,,,385000,1700000,400000,15000,,,,4%,1715000
Sohoz,2.5,,,385000,1700000,400000,15000,,,,4%,1715000
Sohoz,2.5,,,385000,1700000,400000,15000,,,,4%,1715000
Sohoz,2.5,,,385000,1700000,400000,15000,,,,4%,1715000
Sohoz,2.5,,,385000,1700000,400000,15000,,,,4%,1715000
Sohoz,2.5,,,385000,1700000,400000,15000,,,,4%,1715000
Sohoz,2.5,,,405000,1950000,450000,45000,,,,10%,1995000
Sohoz,3,,,405000,1950000,450000,45000,,,,10%,1995000
Sohoz,3,,,405000,1950000,450000,45000,,,,10%,1995000
Sohoz,3,,,405000,1950000,450000,45000,,,,10%,1995000
Sohoz,3,,,405000,1950000,450000,45000,,,,10%,1995000
Sohoz,3,,,405000,1950000,450000,45000,,,,10%,1995000
Sohoz,3,,,405000,1950000,450000,45000,,,,10%,1995000
Sohoz,3,,,405000,1950000,450000,45000,,,,10%,1995000
Sohoz,3,,,405000,1950000,450000,45000,,,,10%,1995000
Sohoz,3,,,405000,1950000,450000,45000,,,,10%,1995000
Sohoz,3,,,405000,1950000,450000,45000,,,,10%,1995000
Foodpanda,0,,,115000,200000,155000,40000,,,,26%,240000
Foodpanda,0,,,115000,200000,155000,40000,,,,26%,240000
Foodpanda,0,,,115000,200000,155000,40000,,,,26%,240000
Foodpanda,0,,,115000,200000,155000,40000,,,,26%,240000
Foodpanda,0,,,115000,200000,155000,40000,,,,26%,240000
Foodpanda,0.5,,,205000,290000,215000,10000,,,,5%,300000
Foodpanda,0.5,,,205000,290000,215000,10000,,,,5%,300000
Foodpanda,0.5,,,205000,290000,215000,10000,,,,5%,300000
Foodpanda,0.5,,,205000,290000,215000,10000,,,,5%,300000
Foodpanda,0.5,,,205000,290000,215000,10000,,,,5%,300000
Foodpanda,0.5,,,205000,290000,215000,10000,,,,5%,300000
Foodpanda,0.5,,,205000,290000,215000,10000,,,,5%,300000
Foodpanda,0.5,,,205000,290000,215000,10000,,,,5%,300000
Foodpanda,0.5,,,205000,290000,215000,10000,,,,5%,300000
Foodpanda,0.5,,,205000,290000,215000,10000,,,,5%,300000
Foodpanda,0.5,,,205000,290000,215000,10000,,,,5%,300000
Foodpanda,0.5,,,205000,290000,215000,10000,,,,5%,300000
Foodpanda,0.5,,,205000,290000,215000,10000,,,,5%,300000
Foodpanda,0.5,,,205000,290000,215000,10000,,,,5%,300000
Foodpanda,0.5,,,205000,290000,215000,10000,,,,5%,300000
Foodpanda,1,,,296000,350000,305000,9000,,,,3%,359000
Foodpanda,1,,,296000,350000,305000,9000,,,,3%,359000
Foodpanda,1,,,296000,350000,305000,9000,,,,3%,359000
Foodpanda,1,,,296000,350000,305000,9000,,,,3%,359000
Foodpanda,1,,,296000,350000,305000,9000,,,,3%,359000
Foodpanda,1,,,296000,350000,305000,9000,,,,3%,359000
Foodpanda,1,,,296000,350000,305000,9000,,,,3%,359000
Foodpanda,1,,,296000,350000,305000,9000,,,,3%,359000
Foodpanda,1,,,296000,350000,305000,9000,,,,3%,359000
Foodpanda,1,,,296000,350000,305000,9000,,,,3%,359000
Foodpanda,1,,,296000,350000,305000,9000,,,,3%,359000
Foodpanda,1,,,296000,350000,305000,9000,,,,3%,359000
Foodpanda,1,,,296000,350000,305000,9000,,,,3%,359000
Foodpanda,1,,,296000,350000,305000,9000,,,,3%,359000
Foodpanda,1,,,296000,350000,305000,9000,,,,3%,359000
Foodpanda,1,,,296000,350000,305000,9000,,,,3%,359000
Foodpanda,1,,,296000,350000,305000,9000,,,,3%,359000
Foodpanda,1,,,296000,350000,305000,9000,,,,3%,359000
Foodpanda,1,,,296000,350000,305000,9000,,,,3%,359000
Foodpanda,1,,,296000,350000,305000,9000,,,,3%,359000
Foodpanda,1.5,,,456000,650000,605000,149000,,,,25%,799000
Foodpanda,1.5,,,456000,650000,605000,149000,,,,25%,799000
Foodpanda,1.5,,,456000,650000,605000,149000,,,,25%,799000
Foodpanda,1.5,,,456000,650000,605000,149000,,,,25%,799000
Foodpanda,1.5,,,456000,650000,605000,149000,,,,25%,799000
Foodpanda,1.5,,,456000,650000,605000,149000,,,,25%,799000
Foodpanda,1.5,,,456000,650000,605000,149000,,,,25%,799000
Foodpanda,1.5,,,456000,650000,605000,149000,,,,25%,799000
Foodpanda,1.5,,,456000,650000,605000,149000,,,,25%,799000
Foodpanda,1.5,,,456000,650000,605000,149000,,,,25%,799000
Foodpanda,1.5,,,456000,650000,605000,149000,,,,25%,799000
Foodpanda,1.5,,,456000,650000,605000,149000,,,,25%,799000
Foodpanda,1.5,,,456000,650000,605000,149000,,,,25%,799000
Foodpanda,1.5,,,456000,650000,605000,149000,,,,25%,799000
Foodpanda,1.5,,,456000,650000,605000,149000,,,,25%,799000
Foodpanda,1.5,,,456000,650000,605000,149000,,,,25%,799000
Foodpanda,1.5,,,456000,650000,605000,149000,,,,25%,799000
Foodpanda,1.5,,,456000,650000,605000,149000,,,,25%,799000
Foodpanda,1.5,,,456000,650000,605000,149000,,,,25%,799000
Foodpanda,1.5,,,456000,650000,605000,149000,,,,25%,799000
Foodpanda,2,,,656000,950000,755000,99000,,,,13%,1049000
Foodpanda,2,,,656000,950000,755000,99000,,,,13%,1049000
Foodpanda,2,,,656000,950000,755000,99000,,,,13%,1049000
Foodpanda,2,,,656000,950000,755000,99000,,,,13%,1049000
Foodpanda,2,,,656000,950000,755000,99000,,,,13%,1049000
Foodpanda,2,,,656000,950000,755000,99000,,,,13%,1049000
Foodpanda,2,,,656000,950000,755000,99000,,,,13%,1049000
Foodpanda,2,,,656000,950000,755000,99000,,,,13%,1049000
Foodpanda,2,,,656000,950000,755000,99000,,,,13%,1049000
Foodpanda,2,,,656000,950000,755000,99000,,,,13%,1049000
Foodpanda,2,,,656000,950000,755000,99000,,,,13%,1049000
Foodpanda,2,,,656000,950000,755000,99000,,,,13%,1049000
Foodpanda,2,,,656000,950000,755000,99000,,,,13%,1049000
Foodpanda,2,,,656000,950000,755000,99000,,,,13%,1049000
Foodpanda,2,,,656000,950000,755000,99000,,,,13%,1049000
Foodpanda,2.5,,,766000,1050000,825000,59000,,,,7%,1109000
Foodpanda,2.5,,,766000,1050000,825000,59000,,,,7%,1109000
Foodpanda,2.5,,,766000,1050000,825000,59000,,,,7%,1109000
Foodpanda,2.5,,,766000,1050000,825000,59000,,,,7%,1109000
Foodpanda,2.5,,,766000,1050000,825000,59000,,,,7%,1109000
Foodpanda,2.5,,,766000,1050000,825000,59000,,,,7%,1109000
Foodpanda,2.5,,,766000,1050000,825000,59000,,,,7%,1109000
Foodpanda,2.5,,,766000,1050000,825000,59000,,,,7%,1109000
Foodpanda,2.5,,,766000,1050000,825000,59000,,,,7%,1109000
Foodpanda,2.5,,,766000,1050000,825000,59000,,,,7%,1109000
Foodpanda,2.5,,,766000,1050000,825000,59000,,,,7%,1109000
Foodpanda,2.5,,,766000,1050000,825000,59000,,,,7%,1109000
Foodpanda,2.5,,,766000,1050000,825000,59000,,,,7%,1109000
