Company Name ,Duration,Seed,Series A,Operational Cost,Total Fund,Revenue,Profit,Userbase,Daily Active User,ROE,Net Profit Margin,Valuation,,
Walton ,18,0,0,1550000,6900000,2055000,505000,940000,216200,0,25%,7405000,,
Walton ,18,0,0,1550000,6900000,2055000,505000,940000,216200,0,25%,7405000,,
Walton ,18,0,0,1550000,6900000,2055000,505000,940000,216200,0,25%,7405000,,
Walton ,18,0,0,1550000,6900000,2055000,505000,940000,216200,0,25%,7405000,,
Walton ,18,0,0,1550000,6900000,2055000,505000,940000,216200,0,25%,7405000,,
Walton ,18,0,0,1550000,6900000,2055000,505000,940000,216200,0,25%,7405000,,
Walton ,18,0,0,1550000,6900000,2055000,505000,940000,216200,0,25%,7405000,,
Walton ,18,0,0,1550000,6900000,2055000,505000,940000,216200,0,25%,7405000,,
Walton ,18,0,0,1550000,6900000,2055000,505000,940000,216200,0,25%,7405000,,
Walton ,18,0,0,1550000,6900000,2055000,505000,940000,216200,0,25%,7405000,,
Walton ,18,0,0,1550000,6900000,2055000,505000,940000,216200,0,25%,7405000,,
Walton ,18,0,0,1550000,6900000,2055000,505000,940000,216200,0,25%,7405000,,
Walton ,18,0,0,1550000,6900000,2055000,505000,940000,216200,0,25%,7405000,,
Walton ,18,0,0,1550000,6900000,2055000,505000,940000,216200,0,25%,7405000,,
Walton ,18.5,0,0,1850000,7000000,2255000,405000,960000,220800,0,18%,7405000,,
Walton ,18.5,0,0,1850000,7000000,2255000,405000,960000,220800,0,18%,7405000,,
Walton ,18.5,0,0,1850000,7000000,2255000,405000,960000,220800,0,18%,7405000,,
Walton ,18.5,0,0,1850000,7000000,2255000,405000,960000,220800,0,18%,7405000,,
Walton ,18.5,0,0,1850000,7000000,2255000,405000,960000,220800,0,18%,7405000,,
Walton ,18.5,0,0,1850000,7000000,2255000,405000,960000,220800,0,18%,7405000,,
Walton ,18.5,0,0,1850000,7000000,2255000,405000,960000,220800,0,18%,7405000,,
Walton ,18.5,0,0,1850000,7000000,2255000,405000,960000,220800,0,18%,7405000,,
Walton ,18.5,0,0,1850000,7000000,2255000,405000,960000,220800,0,18%,7405000,,
Walton ,18.5,0,0,1850000,7000000,2255000,405000,960000,220800,0,18%,7405000,,
Walton ,19,0,0,1900000,7300000,2555000,655000,960000,220800,0,26%,7955000,,
Walton ,19,0,0,1900000,7300000,2555000,655000,960000,220800,0,26%,7955000,,
Walton ,19,0,0,1900000,7300000,2555000,655000,960000,220800,0,26%,7955000,,
Walton ,19,0,0,1900000,7300000,2555000,655000,960000,220800,0,26%,7955000,,
Walton ,19,0,0,1900000,7300000,2555000,655000,960000,220800,0,26%,7955000,,
Walton ,19,0,0,1900000,7300000,2555000,655000,960000,220800,0,26%,7955000,,
Walton ,19,0,0,1900000,7300000,2555000,655000,960000,220800,0,26%,7955000,,
Walton ,19,0,0,1900000,7300000,2555000,655000,960000,220800,0,26%,7955000,,
Walton ,19,0,0,1900000,7300000,2555000,655000,960000,220800,0,26%,7955000,,
Walton ,19,0,0,1900000,7300000,2555000,655000,960000,220800,0,26%,7955000,,
Walton ,19,0,0,1900000,7300000,2555000,655000,960000,220800,0,26%,7955000,,
Pathao,0,90000,,50000,100000,75000,25000,3850,770,,33%,125000,,
Pathao,0,90000,,50000,100000,75000,25000,3850,770,,33%,125000,,
Pathao,0,90000,,50000,100000,75000,25000,3850,770,,33%,125000,,
Pathao,0,90000,,50000,100000,75000,25000,3850,770,,33%,125000,,
Pathao,0.5,,142500,100000,150000,120000,20000,7920,1584,,17%,170000,,
Pathao,0.5,,142500,100000,150000,120000,20000,7920,1584,,17%,170000,,
Pathao,0.5,,142500,100000,150000,120000,20000,7920,1584,,17%,170000,,
Pathao,0.5,,142500,100000,150000,120000,20000,7920,1584,,17%,170000,,
Pathao,0.5,,142500,100000,150000,120000,20000,7920,1584,,17%,170000,,
Pathao,0.5,,142500,100000,150000,120000,20000,7920,1584,,17%,170000,,
Pathao,0.5,,142500,100000,150000,120000,20000,7920,1584,,17%,170000,,
Pathao,1,,,700000,1000000,850000,150000,11500,2300,,18%,1150000,,
Pathao,1,,,700000,1000000,850000,150000,11500,2300,,18%,1150000,,
Pathao,1,,,700000,1000000,850000,150000,11500,2300,,18%,1150000,,
Pathao,1,,,700000,1000000,850000,150000,11500,2300,,18%,1150000,,
Pathao,1,,,700000,1000000,850000,150000,11500,2300,,18%,1150000,,
Pathao,1,,,700000,1000000,850000,150000,11500,2300,,18%,1150000,,
Pathao,1,,,700000,1000000,850000,150000,11500,2300,,18%,1150000,,
Pathao,1,,,700000,1000000,850000,150000,11500,2300,,18%,1150000,,
Pathao,1,,,700000,1000000,850000,150000,11500,2300,,18%,1150000,,
Pathao,1,,,700000,1000000,850000,150000,11500,2300,,18%,1150000,,
Pathao,1,,,700000,1000000,850000,150000,11500,2300,,18%,1150000,,
Pathao,1,,,700000,1000000,850000,150000,11500,2300,,18%,1150000,,
Pathao,1,,,700000,1000000,850000,150000,11500,2300,,18%,1150000,,
Pathao,1,,,700000,1000000,850000,150000,11500,2300,,18%,1150000,,
Pathao,1,,,700000,1000000,850000,150000,11500,2300,,18%,1150000,,
Pathao,1.5,,,1000000,2500000,1650000,650000,23670,4734,,39%,3150000,,
Pathao,1.5,,,1000000,2500000,1650000,650000,23670,4734,,39%,3150000,,
Pathao,1.5,,,1000000,2500000,1650000,650000,23670,4734,,39%,3150000,,
Pathao,1.5,,,1000000,2500000,1650000,650000,23670,4734,,39%,3150000,,
Pathao,1.5,,,1000000,2500000,1650000,650000,23670,4734,,39%,3150000,,
Pathao,1.5,,,1000000,2500000,1650000,650000,23670,4734,,39%,3150000,,
Pathao,1.5,,,1000000,2500000,1650000,650000,23670,4734,,39%,3150000,,
Pathao,1.5,,,1000000,2500000,1650000,650000,23670,4734,,39%,3150000,,
Pathao,1.5,,,1000000,2500000,1650000,650000,23670,4734,,39%,3150000,,
Pathao,1.5,,,1000000,2500000,1650000,650000,23670,4734,,39%,3150000,,
Pathao,1.5,,,1000000,2500000,1650000,650000,23670,4734,,39%,3150000,,
Pathao,1.5,,,1000000,2500000,1650000,650000,23670,4734,,39%,3150000,,
Pathao,1.5,,,1000000,2500000,1650000,650000,23670,4734,,39%,3150000,,
Pathao,1.5,,,1000000,2500000,1650000,650000,23670,4734,,39%,3150000,,
Pathao,1.5,,,1000000,2500000,1650000,650000,23670,4734,,39%,3150000,,
Pathao,1.5,,,1000000,2500000,1650000,650000,23670,4734,,39%,3150000,,
Pathao,1.5,,,1000000,2500000,1650000,650000,23670,4734,,39%,3150000,,
Pathao,1.5,,,1000000,2500000,1650000,650000,23670,4734,,39%,3150000,,
Pathao,1.5,,,1000000,2500000,1650000,650000,23670,4734,,39%,3150000,,
Pathao,2,,,1500000,3000000,1950000,450000,45650,9130,,23%,3450000,,
Pathao,2,,,1500000,3000000,1950000,450000,45650,9130,,23%,3450000,,
Pathao,2,,,1500000,3000000,1950000,450000,45650,9130,,23%,3450000,,
Pathao,2,,,1500000,3000000,1950000,450000,45650,9130,,23%,3450000,,
Pathao,2,,,1500000,3000000,1950000,450000,45650,9130,,23%,3450000,,
Pathao,2,,,1500000,3000000,1950000,450000,45650,9130,,23%,3450000,,
Pathao,2,,,1500000,3000000,1950000,450000,45650,9130,,23%,3450000,,
Pathao,2,,,1500000,3000000,1950000,450000,45650,9130,,23%,3450000,,
Pathao,2,,,1500000,3000000,1950000,450000,45650,9130,,23%,3450000,,
Pathao,2,,,1500000,3000000,1950000,450000,45650,9130,,23%,3450000,,
Pathao,2,,,1500000,3000000,1950000,450000,45650,9130,,23%,3450000,,
Pathao,2,,,1500000,3000000,1950000,450000,45650,9130,,23%,3450000,,
Pathao,2,,,1500000,3000000,1950000,450000,45650,9130,,23%,3450000,,
Pathao,2,,,1500000,3000000,1950000,450000,45650,9130,,23%,3450000,,
Pathao,2,,,1500000,3000000,1950000,450000,45650,9130,,23%,3450000,,
Pathao,2,,,1500000,3000000,1950000,450000,45650,9130,,23%,3450000,,
Pathao,2,,,1500000,3000000,1950000,450000,45650,9130,,23%,3450000,,
Pathao,2.5,,,1900000,3300000,2250000,350000,63800,12760,,16%,3650000,,
Pathao,2.5,,,1900000,3300000,2250000,350000,63800,12760,,16%,3650000,,
Pathao,2.5,,,1900000,3300000,2250000,350000,63800,12760,,16%,3650000,,
Pathao,2.5,,,1900000,3300000,2250000,350000,63800,12760,,16%,3650000,,
Pathao,2.5,,,1900000,3300000,2250000,350000,63800,12760,,16%,3650000,,
Pathao,2.5,,,1900000,3300000,2250000,350000,63800,12760,,16%,3650000,,
Pathao,2.5,,,1900000,3300000,2250000,350000,63800,12760,,16%,3650000,,
Pathao,2.5,,,1900000,3300000,2250000,350000,63800,12760,,16%,3650000,,
Pathao,2.5,,,1900000,3300000,2250000,350000,63800,12760,,16%,3650000,,
Pathao,2.5,,,1900000,3300000,2250000,350000,63800,12760,,16%,3650000,,
Pathao,2.5,,,1900000,3300000,2250000,350000,63800,12760,,16%,3650000,,
Pathao,2.5,,,1900000,3300000,2250000,350000,63800,12760,,16%,3650000,,
Pathao,2.5,,,1900000,3300000,2250000,350000,63800,12760,,16%,3650000,,
Pathao,2.5,,,1900000,3300000,2250000,350000,63800,12760,,16%,3650000,,
Pathao,2.5,,,1900000,3300000,2250000,350000,63800,12760,,16%,3650000,,
Pathao,2.5,,,1900000,3300000,2250000,350000,63800,12760,,16%,3650000,,
Pathao,2.5,,,1900000,3300000,2250000,350000,63800,12760,,16%,3650000,,
Pathao,2.5,,,1900000,3300000,2250000,350000,63800,12760,,16%,3650000,,
Pathao,3,,,2500000,4000000,2950000,450000,105679,21135.8,,15%,4450000,,
Pathao,3,,,2500000,4000000,2950000,450000,105679,21135.8,,15%,4450000,,
Pathao,3,,,2500000,4000000,2950000,450000,105679,21135.8,,15%,4450000,,
Pathao,3,,,2500000,4000000,2950000,450000,105679,21135.8,,15%,4450000,,
Pathao,3,,,2500000,4000000,2950000,450000,105679,21135.8,,15%,4450000,,
Pathao,3,,,2500000,4000000,2950000,450000,105679,21135.8,,15%,4450000,,
Pathao,3,,,2500000,4000000,2950000,450000,105679,21135.8,,15%,4450000,,
Pathao,3,,,2500000,4000000,2950000,450000,105679,21135.8,,15%,4450000,,
Pathao,3,,,2500000,4000000,2950000,450000,105679,21135.8,,15%,4450000,,
Pathao,3,,,2500000,4000000,2950000,450000,105679,21135.8,,15%,4450000,,
Pathao,3.5,,,2800000,4500000,3150000,350000,165679,33135.8,,11%,4850000,,
Pathao,3.5,,,2800000,4500000,3150000,350000,165679,33135.8,,11%,4850000,,
Pathao,3.5,,,2800000,4500000,3150000,350000,165679,33135.8,,11%,4850000,,
Pathao,3.5,,,2800000,4500000,3150000,350000,165679,33135.8,,11%,4850000,,
Pathao,3.5,,,2800000,4500000,3150000,350000,165679,33135.8,,11%,4850000,,
Pathao,3.5,,,2800000,4500000,3150000,350000,165679,33135.8,,11%,4850000,,
Pathao,3.5,,,2800000,4500000,3150000,350000,165679,33135.8,,11%,4850000,,
Pathao,3.5,,,2800000,4500000,3150000,350000,165679,33135.8,,11%,4850000,,
Pathao,3.5,,,2800000,4500000,3150000,350000,165679,33135.8,,11%,4850000,,
Pathao,3.5,,,2800000,4500000,3150000,350000,165679,33135.8,,11%,4850000,,
Sohoz,0,200000,,95000,500000,100000,5000,9500,1235,,5%,505000,,
Sohoz,0,200000,,95000,500000,100000,5000,9500,1235,,5%,505000,,
Sohoz,0,200000,,95000,500000,100000,5000,9500,1235,,5%,505000,,
Sohoz,0,200000,,95000,500000,100000,5000,9500,1235,,5%,505000,,
Sohoz,0,200000,,95000,500000,100000,5000,9500,1235,,5%,505000,,
Sohoz,0.5,,,125000,700000,150000,25000,16700,2171,,17%,725000,,
Sohoz,0.5,,,125000,700000,150000,25000,16700,2171,,17%,725000,,
Sohoz,0.5,,,125000,700000,150000,25000,16700,2171,,17%,725000,,
Sohoz,0.5,,,125000,700000,150000,25000,16700,2171,,17%,725000,,
Sohoz,0.5,,,125000,700000,150000,25000,16700,2171,,17%,725000,,
Sohoz,0.5,,,125000,700000,150000,25000,16700,2171,,17%,725000,,
Sohoz,0.5,,,125000,700000,150000,25000,16700,2171,,17%,725000,,
Sohoz,0.5,,,125000,700000,150000,25000,16700,2171,,17%,725000,,
Sohoz,0.5,,,125000,700000,150000,25000,16700,2171,,17%,725000,,
Sohoz,0.5,,,125000,700000,150000,25000,16700,2171,,17%,725000,,
Sohoz,0.5,,,125000,700000,150000,25000,16700,2171,,17%,725000,,
Sohoz,0.5,,,125000,700000,150000,25000,16700,2171,,17%,725000,,
Sohoz,0.5,,,125000,700000,150000,25000,16700,2171,,17%,725000,,
Sohoz,0.5,,,125000,700000,150000,25000,16700,2171,,17%,725000,,
Sohoz,0.5,,,125000,700000,150000,25000,16700,2171,,17%,725000,,
Sohoz,0.5,,,125000,700000,150000,25000,16700,2171,,17%,725000,,
Sohoz,0.5,,,125000,700000,150000,25000,16700,2171,,17%,725000,,
Sohoz,0.5,,,125000,700000,150000,25000,16700,2171,,17%,725000,,
Sohoz,0.5,,,125000,700000,150000,25000,16700,2171,,17%,725000,,
Sohoz,0.5,,,125000,700000,150000,25000,16700,2171,,17%,725000,,
Sohoz,1,,630000,205000,900000,350000,145000,22700,2951,,41%,1045000,,
Sohoz,1,,630000,205000,900000,350000,145000,22700,2951,,41%,1045000,,
Sohoz,1,,630000,205000,900000,350000,145000,22700,2951,,41%,1045000,,
Sohoz,1,,630000,205000,900000,350000,145000,22700,2951,,41%,1045000,,
Sohoz,1,,630000,205000,900000,350000,145000,22700,2951,,41%,1045000,,
Sohoz,1,,630000,205000,900000,350000,145000,22700,2951,,41%,1045000,,
Sohoz,1,,630000,205000,900000,350000,145000,22700,2951,,41%,1045000,,
Sohoz,1,,630000,205000,900000,350000,145000,22700,2951,,41%,1045000,,
Sohoz,1,,630000,205000,900000,350000,145000,22700,2951,,41%,1045000,,
Sohoz,1,,630000,205000,900000,350000,145000,22700,2951,,41%,1045000,,
Sohoz,1,,630000,205000,900000,350000,145000,22700,2951,,41%,1045000,,
Sohoz,1,,630000,205000,900000,350000,145000,22700,2951,,41%,1045000,,
Sohoz,1,,630000,205000,900000,350000,145000,22700,2951,,41%,1045000,,
Sohoz,1,,630000,205000,900000,350000,145000,22700,2951,,41%,1045000,,
Sohoz,1,,630000,205000,900000,350000,145000,22700,2951,,41%,1045000,,
Sohoz,1,,630000,205000,900000,350000,145000,22700,2951,,41%,1045000,,
Sohoz,1,,630000,205000,900000,350000,145000,22700,2951,,41%,1045000,,
Sohoz,1,,630000,205000,900000,350000,145000,22700,2951,,41%,1045000,,
Sohoz,1,,630000,205000,900000,350000,145000,22700,2951,,41%,1045000,,
Sohoz,1,,630000,205000,900000,350000,145000,22700,2951,,41%,1045000,,
Sohoz,1,,630000,205000,900000,350000,145000,22700,2951,,41%,1045000,,
Sohoz,1,,630000,205000,900000,350000,145000,22700,2951,,41%,1045000,,
Sohoz,1,,630000,205000,900000,350000,145000,22700,2951,,41%,1045000,,
Sohoz,1,,630000,205000,900000,350000,145000,22700,2951,,41%,1045000,,
Sohoz,1,,630000,205000,900000,350000,145000,22700,2951,,41%,1045000,,
Sohoz,1.5,,,295000,1000000,390000,95000,39400,5122,,24%,1095000,,
Sohoz,1.5,,,295000,1000000,390000,95000,39400,5122,,24%,1095000,,
Sohoz,1.5,,,295000,1000000,390000,95000,39400,5122,,24%,1095000,,
Sohoz,1.5,,,295000,1000000,390000,95000,39400,5122,,24%,1095000,,
Sohoz,1.5,,,295000,1000000,390000,95000,39400,5122,,24%,1095000,,
Sohoz,1.5,,,295000,1000000,390000,95000,39400,5122,,24%,1095000,,
Sohoz,1.5,,,295000,1000000,390000,95000,39400,5122,,24%,1095000,,
Sohoz,1.5,,,295000,1000000,390000,95000,39400,5122,,24%,1095000,,
Sohoz,1.5,,,295000,1000000,390000,95000,39400,5122,,24%,1095000,,
Sohoz,1.5,,,295000,1000000,390000,95000,39400,5122,,24%,1095000,,
Sohoz,1.5,,,295000,1000000,390000,95000,39400,5122,,24%,1095000,,
Sohoz,1.5,,,295000,1000000,390000,95000,39400,5122,,24%,1095000,,
Sohoz,1.5,,,295000,1000000,390000,95000,39400,5122,,24%,1095000,,
Sohoz,1.5,,,295000,1000000,390000,95000,39400,5122,,24%,1095000,,
Sohoz,1.5,,,295000,1000000,390000,95000,39400,5122,,24%,1095000,,
Sohoz,1.5,,,295000,1000000,390000,95000,39400,5122,,24%,1095000,,
Sohoz,1.5,,,295000,1000000,390000,95000,39400,5122,,24%,1095000,,
Sohoz,1.5,,,295000,1000000,390000,95000,39400,5122,,24%,1095000,,
Sohoz,1.5,,,295000,1000000,390000,95000,39400,5122,,24%,1095000,,
Sohoz,1.5,,,295000,1000000,390000,95000,39400,5122,,24%,1095000,,
Sohoz,2,,,355000,1500000,300000,-55000,35000,4550,,-18%,1445000,,
Sohoz,2,,,355000,1500000,300000,-55000,35000,4550,,-18%,1445000,,
Sohoz,2,,,355000,1500000,300000,-55000,35000,4550,,-18%,1445000,,
Sohoz,2,,,355000,1500000,300000,-55000,35000,4550,,-18%,1445000,,
Sohoz,2,,,355000,1500000,300000,-55000,35000,4550,,-18%,1445000,,
Sohoz,2,,,355000,1500000,300000,-55000,35000,4550,,-18%,1445000,,
Sohoz,2,,,355000,1500000,300000,-55000,35000,4550,,-18%,1445000,,
Sohoz,2,,,355000,1500000,300000,-55000,35000,4550,,-18%,1445000,,
Sohoz,2,,,355000,1500000,300000,-55000,35000,4550,,-18%,1445000,,
Sohoz,2,,,355000,1500000,300000,-55000,35000,4550,,-18%,1445000,,
Sohoz,2.5,,,385000,1700000,400000,15000,46020,5982.6,,4%,1715000,,
Sohoz,2.5,,,385000,1700000,400000,15000,46020,5982.6,,4%,1715000,,
Sohoz,2.5,,,385000,1700000,400000,15000,46020,5982.6,,4%,1715000,,
Sohoz,2.5,,,385000,1700000,400000,15000,46020,5982.6,,4%,1715000,,
Sohoz,2.5,,,385000,1700000,400000,15000,46020,5982.6,,4%,1715000,,
Sohoz,2.5,,,385000,1700000,400000,15000,46020,5982.6,,4%,1715000,,
Sohoz,2.5,,,385000,1700000,400000,15000,46020,5982.6,,4%,1715000,,
Sohoz,2.5,,,385000,1700000,400000,15000,46020,5982.6,,4%,1715000,,
Sohoz,2.5,,,385000,1700000,400000,15000,46020,5982.6,,4%,1715000,,
Sohoz,2.5,,,405000,1950000,450000,45000,46020,5982.6,,10%,1995000,,
Sohoz,3,,,405000,1950000,450000,45000,66800,8684,,10%,1995000,,
Sohoz,3,,,405000,1950000,450000,45000,66800,8684,,10%,1995000,,
Sohoz,3,,,405000,1950000,450000,45000,66800,8684,,10%,1995000,,
Sohoz,3,,,405000,1950000,450000,45000,66800,8684,,10%,1995000,,
Sohoz,3,,,405000,1950000,450000,45000,66800,8684,,10%,1995000,,
Sohoz,3,,,405000,1950000,450000,45000,66800,8684,,10%,1995000,,
Sohoz,3,,,405000,1950000,450000,45000,66800,8684,,10%,1995000,,
Sohoz,3,,,405000,1950000,450000,45000,66800,8684,,10%,1995000,,
Sohoz,3,,,405000,1950000,450000,45000,66800,8684,,10%,1995000,,
Sohoz,3,,,405000,1950000,450000,45000,66800,8684,,10%,1995000,,
Foodpanda,0,100000,,115000,200000,155000,40000,11680,2102.4,,26%,240000,,
Foodpanda,0,100000,,115000,200000,155000,40000,11680,2102.4,,26%,240000,,
Foodpanda,0,100000,,115000,200000,155000,40000,11680,2102.4,,26%,240000,,
Foodpanda,0,100000,,115000,200000,155000,40000,11680,2102.4,,26%,240000,,
Foodpanda,0,100000,,115000,200000,155000,40000,11680,2102.4,,26%,240000,,
Foodpanda,0.5,,261000,205000,290000,215000,10000,20960,3772.8,,5%,300000,,
Foodpanda,0.5,,261000,205000,290000,215000,10000,20960,3772.8,,5%,300000,,
Foodpanda,0.5,,261000,205000,290000,215000,10000,20960,3772.8,,5%,300000,,
Foodpanda,0.5,,261000,205000,290000,215000,10000,20960,3772.8,,5%,300000,,
Foodpanda,0.5,,261000,205000,290000,215000,10000,20960,3772.8,,5%,300000,,
Foodpanda,0.5,,261000,205000,290000,215000,10000,20960,3772.8,,5%,300000,,
Foodpanda,0.5,,261000,205000,290000,215000,10000,20960,3772.8,,5%,300000,,
Foodpanda,0.5,,261000,205000,290000,215000,10000,20960,3772.8,,5%,300000,,
Foodpanda,0.5,,261000,205000,290000,215000,10000,20960,3772.8,,5%,300000,,
Foodpanda,0.5,,261000,205000,290000,215000,10000,20960,3772.8,,5%,300000,,
Foodpanda,0.5,,261000,205000,290000,215000,10000,20960,3772.8,,5%,300000,,
Foodpanda,0.5,,261000,205000,290000,215000,10000,20960,3772.8,,5%,300000,,
Foodpanda,0.5,,261000,205000,290000,215000,10000,20960,3772.8,,5%,300000,,
Foodpanda,0.5,,261000,205000,290000,215000,10000,20960,3772.8,,5%,300000,,
Foodpanda,0.5,,261000,205000,290000,215000,10000,20960,3772.8,,5%,300000,,
Foodpanda,1,,,296000,350000,305000,9000,35600,6408,,3%,359000,,
Foodpanda,1,,,296000,350000,305000,9000,35600,6408,,3%,359000,,
Foodpanda,1,,,296000,350000,305000,9000,35600,6408,,3%,359000,,
Foodpanda,1,,,296000,350000,305000,9000,35600,6408,,3%,359000,,
Foodpanda,1,,,296000,350000,305000,9000,35600,6408,,3%,359000,,
Foodpanda,1,,,296000,350000,305000,9000,35600,6408,,3%,359000,,
Foodpanda,1,,,296000,350000,305000,9000,35600,6408,,3%,359000,,
Foodpanda,1,,,296000,350000,305000,9000,35600,6408,,3%,359000,,
Foodpanda,1,,,296000,350000,305000,9000,35600,6408,,3%,359000,,
Foodpanda,1,,,296000,350000,305000,9000,35600,6408,,3%,359000,,
Foodpanda,1,,,296000,350000,305000,9000,35600,6408,,3%,359000,,
Foodpanda,1,,,296000,350000,305000,9000,35600,6408,,3%,359000,,
Foodpanda,1,,,296000,350000,305000,9000,35600,6408,,3%,359000,,
Foodpanda,1,,,296000,350000,305000,9000,35600,6408,,3%,359000,,
